l_s,l_2,l_1,s_2,s_1,w_s,w_2,w_1,freq,S11_dB,S21_dB
13.0,7.0,25.0,0.35,0.15,1.2,0.5,2.0,2.700 GHz,-23.121,-0.088
13.0,7.0,25.0,0.35,0.15,1.2,0.5,2.0,2.800 GHz,-17.609,-0.149
13.0,7.0,25.0,0.35,0.15,1.2,1.0,2.0,2.300 GHz,-16.219,-0.163
13.0,7.0,25.0,0.35,0.15,1.2,1.0,2.0,2.400 GHz,-22.919,-0.081
13.0,7.0,25.0,0.35,0.15,1.2,1.0,2.0,2.500 GHz,-33.958,-0.062
13.0,7.0,25.0,0.35,0.15,1.2,1.0,2.0,2.600 GHz,-19.457,-0.114
13.0,7.0,25.0,0.35,0.15,1.2,1.5,0.2,1.700 GHz,-18.166,-0.129
13.0,7.0,25.0,0.35,0.15,1.2,1.5,1.4,2.300 GHz,-15.055,-0.193
13.0,7.0,25.0,0.35,0.15,1.2,1.5,2.0,2.200 GHz,-19.814,-0.103
13.0,7.0,25.0,0.35,0.15,1.2,1.5,2.0,2.300 GHz,-33.329,-0.061
13.0,7.0,25.0,0.35,0.15,1.2,1.5,2.0,2.400 GHz,-21.676,-0.091
13.0,7.0,25.0,0.35,0.15,1.2,1.5,2.0,2.500 GHz,-15.318,-0.195
13.0,7.0,25.0,0.35,0.15,1.2,2.0,0.2,1.700 GHz,-30.147,-0.06
13.0,7.0,25.0,0.35,0.15,1.2,2.0,0.2,1.800 GHz,-15.497,-0.18
13.0,7.0,25.0,0.35,0.15,1.2,2.0,1.4,2.200 GHz,-17.024,-0.143
13.0,7.0,25.0,0.35,0.15,1.2,2.0,2.0,2.100 GHz,-21.311,-0.09
13.0,7.0,25.0,0.35,0.15,1.2,2.0,2.0,2.200 GHz,-26.928,-0.068
13.0,7.0,25.0,0.35,0.15,1.2,2.0,2.0,2.300 GHz,-18.109,-0.13
13.0,7.0,25.0,0.35,0.15,1.8,0.5,1.4,2.700 GHz,-19.453,-0.107
13.0,7.0,25.0,0.35,0.15,1.8,0.5,1.4,2.800 GHz,-20.331,-0.099
13.0,7.0,25.0,0.35,0.15,1.8,0.5,1.4,2.900 GHz,-15.3,-0.192
13.0,7.0,25.0,0.35,0.15,1.8,0.5,2.0,2.600 GHz,-18.155,-0.131
13.0,7.0,25.0,0.35,0.15,1.8,0.5,2.0,2.700 GHz,-23.441,-0.087
13.0,7.0,25.0,0.35,0.15,1.8,0.5,2.0,2.800 GHz,-17.864,-0.144
13.0,7.0,25.0,0.35,0.15,1.8,1.0,2.0,2.400 GHz,-19.251,-0.112
13.0,7.0,25.0,0.35,0.15,1.8,1.0,2.0,2.500 GHz,-36.958,-0.062
13.0,7.0,25.0,0.35,0.15,1.8,1.0,2.0,2.600 GHz,-21.519,-0.094
13.0,7.0,25.0,0.35,0.15,1.8,1.5,2.0,2.200 GHz,-16.206,-0.165
13.0,7.0,25.0,0.35,0.15,1.8,1.5,2.0,2.300 GHz,-24.946,-0.072
13.0,7.0,25.0,0.35,0.15,1.8,1.5,2.0,2.400 GHz,-27.099,-0.067
13.0,7.0,25.0,0.35,0.15,1.8,1.5,2.0,2.500 GHz,-16.895,-0.153
13.0,7.0,25.0,0.35,0.15,1.8,2.0,2.0,2.100 GHz,-17.009,-0.147
13.0,7.0,25.0,0.35,0.15,1.8,2.0,2.0,2.200 GHz,-29.57,-0.065
13.0,7.0,25.0,0.35,0.15,1.8,2.0,2.0,2.300 GHz,-22.571,-0.086
13.0,7.0,25.0,0.35,0.15,1.8,2.0,2.0,2.400 GHz,-15.02,-0.205
13.0,7.0,25.0,0.35,0.35,0.6,0.5,0.2,1.700 GHz,-16.231,-0.164
13.0,7.0,25.0,0.35,0.35,0.6,0.5,1.4,2.600 GHz,-17.493,-0.133
13.0,7.0,25.0,0.35,0.35,0.6,0.5,1.4,2.700 GHz,-19.895,-0.101
13.0,7.0,25.0,0.35,0.35,0.6,0.5,1.4,2.800 GHz,-17.147,-0.144
13.0,7.0,25.0,0.35,0.35,0.6,0.5,2.0,2.500 GHz,-16.211,-0.166
13.0,7.0,25.0,0.35,0.35,0.6,0.5,2.0,2.600 GHz,-20.953,-0.099
13.0,7.0,25.0,0.35,0.35,0.6,0.5,2.0,2.700 GHz,-22.303,-0.095
13.0,7.0,25.0,0.35,0.35,0.6,0.5,2.0,2.800 GHz,-16.949,-0.166
13.0,7.0,25.0,0.35,0.35,0.6,1.0,0.2,1.700 GHz,-28.539,-0.056
13.0,7.0,25.0,0.35,0.35,0.6,1.0,1.4,2.400 GHz,-16.355,-0.154
13.0,7.0,25.0,0.35,0.35,0.6,1.0,1.4,2.500 GHz,-15.627,-0.175
13.0,7.0,25.0,0.35,0.35,0.6,1.0,2.0,2.300 GHz,-18.596,-0.117
13.0,7.0,25.0,0.35,0.35,0.6,1.0,2.0,2.400 GHz,-25.447,-0.071
13.0,7.0,25.0,0.35,0.35,0.6,1.0,2.0,2.500 GHz,-24.512,-0.078
13.0,7.0,25.0,0.35,0.35,0.6,1.0,2.0,2.600 GHz,-17.435,-0.147
13.0,7.0,25.0,0.35,0.35,0.6,1.5,0.2,1.600 GHz,-15.775,-0.161
13.0,7.0,25.0,0.35,0.35,0.6,1.5,0.2,1.700 GHz,-19.274,-0.096
13.0,7.0,25.0,0.35,0.35,0.6,1.5,1.4,2.200 GHz,-18.049,-0.12
13.0,7.0,25.0,0.35,0.35,0.6,1.5,1.4,2.300 GHz,-18.356,-0.118
13.0,7.0,25.0,0.35,0.35,0.6,1.5,2.0,2.100 GHz,-16.895,-0.144
13.0,7.0,25.0,0.35,0.35,0.6,1.5,2.0,2.200 GHz,-21.111,-0.09
13.0,7.0,25.0,0.35,0.35,0.6,1.5,2.0,2.300 GHz,-22.422,-0.084
13.0,7.0,25.0,0.35,0.35,0.6,1.5,2.0,2.400 GHz,-17.827,-0.136
13.0,7.0,25.0,0.35,0.35,0.6,2.0,1.4,2.000 GHz,-15.789,-0.166
13.0,7.0,25.0,0.35,0.35,0.6,2.0,1.4,2.100 GHz,-22.997,-0.074
13.0,7.0,25.0,0.35,0.35,0.6,2.0,1.4,2.200 GHz,-21.259,-0.087
13.0,7.0,25.0,0.35,0.35,0.6,2.0,2.0,2.000 GHz,-16.747,-0.147
13.0,7.0,25.0,0.35,0.35,0.6,2.0,2.0,2.100 GHz,-19.008,-0.111
13.0,7.0,25.0,0.35,0.35,0.6,2.0,2.0,2.200 GHz,-17.962,-0.13
13.0,7.0,25.0,0.35,0.35,1.2,0.5,1.4,2.600 GHz,-15.212,-0.189
13.0,7.0,25.0,0.35,0.35,1.2,0.5,1.4,2.700 GHz,-19.531,-0.106
13.0,7.0,25.0,0.35,0.35,1.2,0.5,1.4,2.800 GHz,-18.626,-0.119
13.0,7.0,25.0,0.35,0.35,1.2,0.5,2.0,2.600 GHz,-19.136,-0.118
13.0,7.0,25.0,0.35,0.35,1.2,0.5,2.0,2.700 GHz,-23.24,-0.089
13.0,7.0,25.0,0.35,0.35,1.2,0.5,2.0,2.800 GHz,-17.64,-0.151
13.0,7.0,25.0,0.35,0.35,1.2,1.0,1.4,2.500 GHz,-15.085,-0.192
13.0,7.0,25.0,0.35,0.35,1.2,1.0,2.0,2.300 GHz,-15.778,-0.175
13.0,7.0,25.0,0.35,0.35,1.2,1.0,2.0,2.400 GHz,-21.747,-0.088
13.0,7.0,25.0,0.35,0.35,1.2,1.0,2.0,2.500 GHz,-35.195,-0.063
13.0,7.0,25.0,0.35,0.35,1.2,1.0,2.0,2.600 GHz,-19.924,-0.11
13.0,7.0,25.0,0.35,0.35,1.2,1.5,0.2,1.700 GHz,-21.186,-0.091
13.0,7.0,25.0,0.35,0.35,1.2,1.5,1.4,2.300 GHz,-15.89,-0.168
13.0,7.0,25.0,0.35,0.35,1.2,1.5,2.0,2.200 GHz,-18.94,-0.113
13.0,7.0,25.0,0.35,0.35,1.2,1.5,2.0,2.300 GHz,-27.818,-0.066
13.0,7.0,25.0,0.35,0.35,1.2,1.5,2.0,2.400 GHz,-22.323,-0.087
13.0,7.0,25.0,0.35,0.35,1.2,1.5,2.0,2.500 GHz,-15.662,-0.186
13.0,7.0,25.0,0.35,0.35,1.2,2.0,0.2,1.700 GHz,-32.768,-0.055
13.0,7.0,25.0,0.35,0.35,1.2,2.0,1.4,2.100 GHz,-15.614,-0.174
13.0,7.0,25.0,0.35,0.35,1.2,2.0,1.4,2.200 GHz,-18.862,-0.112
13.0,7.0,25.0,0.35,0.35,1.2,2.0,1.4,2.300 GHz,-15.343,-0.186
13.0,7.0,25.0,0.35,0.35,1.2,2.0,2.0,2.100 GHz,-19.596,-0.105
13.0,7.0,25.0,0.35,0.35,1.2,2.0,2.0,2.200 GHz,-23.415,-0.079
13.0,7.0,25.0,0.35,0.35,1.2,2.0,2.0,2.300 GHz,-18.372,-0.126
13.0,7.0,25.0,0.35,0.35,1.8,0.5,1.4,2.700 GHz,-18.616,-0.119
13.0,7.0,25.0,0.35,0.35,1.8,0.5,1.4,2.800 GHz,-19.621,-0.108
13.0,7.0,25.0,0.35,0.35,1.8,0.5,1.4,2.900 GHz,-15.011,-0.203
13.0,7.0,25.0,0.35,0.35,1.8,0.5,2.0,2.600 GHz,-17.746,-0.139
13.0,7.0,25.0,0.35,0.35,1.8,0.5,2.0,2.700 GHz,-23.326,-0.089
13.0,7.0,25.0,0.35,0.35,1.8,0.5,2.0,2.800 GHz,-17.942,-0.147
13.0,7.0,25.0,0.35,0.35,1.8,1.0,2.0,2.400 GHz,-18.564,-0.121
13.0,7.0,25.0,0.35,0.35,1.8,1.0,2.0,2.500 GHz,-32.857,-0.064
13.0,7.0,25.0,0.35,0.35,1.8,1.0,2.0,2.600 GHz,-22.312,-0.091
13.0,7.0,25.0,0.35,0.35,1.8,1.0,2.0,2.700 GHz,-15.136,-0.206
13.0,7.0,25.0,0.35,0.35,1.8,1.5,2.0,2.200 GHz,-16.127,-0.167
13.0,7.0,25.0,0.35,0.35,1.8,1.5,2.0,2.300 GHz,-23.982,-0.077
13.0,7.0,25.0,0.35,0.35,1.8,1.5,2.0,2.400 GHz,-28.846,-0.067
13.0,7.0,25.0,0.35,0.35,1.8,1.5,2.0,2.500 GHz,-17.306,-0.147
13.0,7.0,25.0,0.35,0.35,1.8,2.0,0.2,1.700 GHz,-16.521,-0.165
13.0,7.0,25.0,0.35,0.35,1.8,2.0,1.4,2.200 GHz,-15.319,-0.186
13.0,7.0,25.0,0.35,0.35,1.8,2.0,1.4,2.300 GHz,-15.096,-0.194
13.0,7.0,25.0,0.35,0.35,1.8,2.0,2.0,2.100 GHz,-16.936,-0.148
13.0,7.0,25.0,0.35,0.35,1.8,2.0,2.0,2.200 GHz,-25.794,-0.071
13.0,7.0,25.0,0.35,0.35,1.8,2.0,2.0,2.300 GHz,-23.234,-0.082
13.0,7.0,25.0,0.35,0.35,1.8,2.0,2.0,2.400 GHz,-15.531,-0.189
13.0,7.0,25.0,0.35,0.55,0.6,0.5,0.2,1.700 GHz,-15.883,-0.17
13.0,7.0,25.0,0.35,0.55,0.6,0.5,1.4,2.600 GHz,-17.523,-0.133
13.0,7.0,25.0,0.35,0.55,0.6,0.5,1.4,2.700 GHz,-20.201,-0.099
13.0,7.0,25.0,0.35,0.55,0.6,0.5,1.4,2.800 GHz,-17.44,-0.14
13.0,7.0,25.0,0.35,0.55,0.6,0.5,2.0,2.500 GHz,-15.692,-0.18
13.0,7.0,25.0,0.35,0.55,0.6,0.5,2.0,2.600 GHz,-19.94,-0.109
13.0,7.0,25.0,0.35,0.55,0.6,0.5,2.0,2.700 GHz,-21.936,-0.099
13.0,7.0,25.0,0.35,0.55,0.6,0.5,2.0,2.800 GHz,-17.216,-0.163
13.0,7.0,25.0,0.35,0.55,0.6,1.0,0.2,1.600 GHz,-16.272,-0.152
13.0,7.0,25.0,0.35,0.55,0.6,1.0,0.2,1.700 GHz,-23.186,-0.068
13.0,7.0,25.0,0.35,0.55,0.6,1.0,1.4,2.400 GHz,-16.824,-0.144
13.0,7.0,25.0,0.35,0.55,0.6,1.0,1.4,2.500 GHz,-16.076,-0.163
13.0,7.0,25.0,0.35,0.55,0.6,1.0,2.0,2.300 GHz,-17.793,-0.129
13.0,7.0,25.0,0.35,0.55,0.6,1.0,2.0,2.400 GHz,-23.283,-0.08
13.0,7.0,25.0,0.35,0.55,0.6,1.0,2.0,2.500 GHz,-24.467,-0.079
13.0,7.0,25.0,0.35,0.55,0.6,1.0,2.0,2.600 GHz,-17.951,-0.139
13.0,7.0,25.0,0.35,0.55,0.6,1.5,0.2,1.600 GHz,-17.511,-0.121
13.0,7.0,25.0,0.35,0.55,0.6,1.5,0.2,1.700 GHz,-18.133,-0.11
13.0,7.0,25.0,0.35,0.55,0.6,1.5,1.4,2.200 GHz,-18.873,-0.108
13.0,7.0,25.0,0.35,0.55,0.6,1.5,1.4,2.300 GHz,-19.358,-0.104
13.0,7.0,25.0,0.35,0.55,0.6,1.5,2.0,2.100 GHz,-16.331,-0.156
13.0,7.0,25.0,0.35,0.55,0.6,1.5,2.0,2.200 GHz,-19.585,-0.104
13.0,7.0,25.0,0.35,0.55,0.6,1.5,2.0,2.300 GHz,-21.18,-0.093
13.0,7.0,25.0,0.35,0.55,0.6,1.5,2.0,2.400 GHz,-17.946,-0.134
13.0,7.0,25.0,0.35,0.55,0.6,2.0,1.4,2.000 GHz,-16.237,-0.153
13.0,7.0,25.0,0.35,0.55,0.6,2.0,1.4,2.100 GHz,-24.346,-0.067
13.0,7.0,25.0,0.35,0.55,0.6,2.0,1.4,2.200 GHz,-22.621,-0.078
13.0,7.0,25.0,0.35,0.55,0.6,2.0,2.0,2.000 GHz,-15.878,-0.167
13.0,7.0,25.0,0.35,0.55,0.6,2.0,2.0,2.100 GHz,-17.462,-0.135
13.0,7.0,25.0,0.35,0.55,0.6,2.0,2.0,2.200 GHz,-17.111,-0.145
13.0,7.0,25.0,0.35,0.55,1.2,0.5,1.4,2.600 GHz,-15.187,-0.191
13.0,7.0,25.0,0.35,0.55,1.2,0.5,1.4,2.700 GHz,-19.646,-0.106
13.0,7.0,25.0,0.35,0.55,1.2,0.5,1.4,2.800 GHz,-18.935,-0.117
13.0,7.0,25.0,0.35,0.55,1.2,0.5,2.0,2.600 GHz,-18.223,-0.131
13.0,7.0,25.0,0.35,0.55,1.2,0.5,2.0,2.700 GHz,-22.504,-0.095
13.0,7.0,25.0,0.35,0.55,1.2,0.5,2.0,2.800 GHz,-17.986,-0.147
13.0,7.0,25.0,0.35,0.55,1.2,1.0,1.4,2.500 GHz,-15.441,-0.182
13.0,7.0,25.0,0.35,0.55,1.2,1.0,2.0,2.300 GHz,-15.489,-0.183
13.0,7.0,25.0,0.35,0.55,1.2,1.0,2.0,2.400 GHz,-20.844,-0.095
13.0,7.0,25.0,0.35,0.55,1.2,1.0,2.0,2.500 GHz,-32.247,-0.065
13.0,7.0,25.0,0.35,0.55,1.2,1.0,2.0,2.600 GHz,-20.5,-0.106
13.0,7.0,25.0,0.35,0.55,1.2,1.5,0.2,1.700 GHz,-20.622,-0.093
13.0,7.0,25.0,0.35,0.55,1.2,1.5,1.4,2.300 GHz,-16.565,-0.151
13.0,7.0,25.0,0.35,0.55,1.2,1.5,1.4,2.400 GHz,-15.285,-0.186
13.0,7.0,25.0,0.35,0.55,1.2,1.5,2.0,2.200 GHz,-18.221,-0.123
13.0,7.0,25.0,0.35,0.55,1.2,1.5,2.0,2.300 GHz,-24.88,-0.073
13.0,7.0,25.0,0.35,0.55,1.2,1.5,2.0,2.400 GHz,-22.684,-0.086
13.0,7.0,25.0,0.35,0.55,1.2,1.5,2.0,2.500 GHz,-16.151,-0.174
13.0,7.0,25.0,0.35,0.55,1.2,2.0,0.2,1.600 GHz,-15.263,-0.184
13.0,7.0,25.0,0.35,0.55,1.2,2.0,0.2,1.700 GHz,-25.624,-0.062
13.0,7.0,25.0,0.35,0.55,1.2,2.0,1.4,2.100 GHz,-16.311,-0.155
13.0,7.0,25.0,0.35,0.55,1.2,2.0,1.4,2.200 GHz,-20.146,-0.097
13.0,7.0,25.0,0.35,0.55,1.2,2.0,1.4,2.300 GHz,-16.005,-0.168
13.0,7.0,25.0,0.35,0.55,1.2,2.0,2.0,2.100 GHz,-18.517,-0.118
13.0,7.0,25.0,0.35,0.55,1.2,2.0,2.0,2.200 GHz,-21.501,-0.09
13.0,7.0,25.0,0.35,0.55,1.2,2.0,2.0,2.300 GHz,-18.345,-0.127
13.0,7.0,25.0,0.35,0.55,1.8,0.5,1.4,2.700 GHz,-18.619,-0.12
13.0,7.0,25.0,0.35,0.55,1.8,0.5,1.4,2.800 GHz,-19.929,-0.106
13.0,7.0,25.0,0.35,0.55,1.8,0.5,1.4,2.900 GHz,-15.172,-0.2
13.0,7.0,25.0,0.35,0.55,1.8,0.5,2.0,2.600 GHz,-17.102,-0.152
13.0,7.0,25.0,0.35,0.55,1.8,0.5,2.0,2.700 GHz,-22.438,-0.095
13.0,7.0,25.0,0.35,0.55,1.8,0.5,2.0,2.800 GHz,-18.162,-0.144
13.0,7.0,25.0,0.35,0.55,1.8,1.0,2.0,2.400 GHz,-18.059,-0.129
13.0,7.0,25.0,0.35,0.55,1.8,1.0,2.0,2.500 GHz,-29.829,-0.067
13.0,7.0,25.0,0.35,0.55,1.8,1.0,2.0,2.600 GHz,-23.302,-0.086
13.0,7.0,25.0,0.35,0.55,1.8,1.0,2.0,2.700 GHz,-15.54,-0.195
13.0,7.0,25.0,0.35,0.55,1.8,1.5,2.0,2.200 GHz,-15.918,-0.172
13.0,7.0,25.0,0.35,0.55,1.8,1.5,2.0,2.300 GHz,-22.713,-0.083
13.0,7.0,25.0,0.35,0.55,1.8,1.5,2.0,2.400 GHz,-30.205,-0.066
13.0,7.0,25.0,0.35,0.55,1.8,1.5,2.0,2.500 GHz,-18.02,-0.135
13.0,7.0,25.0,0.35,0.55,1.8,2.0,0.2,1.700 GHz,-16.778,-0.156
13.0,7.0,25.0,0.35,0.55,1.8,2.0,1.4,2.200 GHz,-16.043,-0.165
13.0,7.0,25.0,0.35,0.55,1.8,2.0,1.4,2.300 GHz,-15.772,-0.174
13.0,7.0,25.0,0.35,0.55,1.8,2.0,2.0,2.100 GHz,-16.776,-0.151
13.0,7.0,25.0,0.35,0.55,1.8,2.0,2.0,2.200 GHz,-23.654,-0.078
13.0,7.0,25.0,0.35,0.55,1.8,2.0,2.0,2.300 GHz,-23.094,-0.083
13.0,7.0,25.0,0.35,0.55,1.8,2.0,2.0,2.400 GHz,-15.951,-0.178
13.0,7.0,25.0,0.35,0.6,0.6,0.5,0.2,1.700 GHz,-15.728,-0.173
13.0,7.0,25.0,0.35,0.6,0.6,0.5,1.4,2.600 GHz,-17.594,-0.131
13.0,7.0,25.0,0.35,0.6,0.6,0.5,1.4,2.700 GHz,-20.381,-0.097
13.0,7.0,25.0,0.35,0.6,0.6,0.5,1.4,2.800 GHz,-17.564,-0.138
13.0,7.0,25.0,0.35,0.6,0.6,0.5,2.0,2.500 GHz,-15.684,-0.181
13.0,7.0,25.0,0.35,0.6,0.6,0.5,2.0,2.600 GHz,-19.87,-0.111
13.0,7.0,25.0,0.35,0.6,0.6,0.5,2.0,2.700 GHz,-21.631,-0.101
13.0,7.0,25.0,0.35,0.6,0.6,0.5,2.0,2.800 GHz,-17.012,-0.164
13.0,7.0,25.0,0.35,0.6,0.6,1.0,0.2,1.600 GHz,-16.779,-0.14
13.0,7.0,25.0,0.35,0.6,0.6,1.0,0.2,1.700 GHz,-22.414,-0.072
13.0,7.0,25.0,0.35,0.6,0.6,1.0,1.4,2.400 GHz,-16.995,-0.14
13.0,7.0,25.0,0.35,0.6,0.6,1.0,1.4,2.500 GHz,-16.244,-0.159
13.0,7.0,25.0,0.35,0.6,0.6,1.0,2.0,2.300 GHz,-17.814,-0.129
13.0,7.0,25.0,0.35,0.6,0.6,1.0,2.0,2.400 GHz,-23.252,-0.08
13.0,7.0,25.0,0.35,0.6,0.6,1.0,2.0,2.500 GHz,-24.26,-0.08
13.0,7.0,25.0,0.35,0.6,0.6,1.0,2.0,2.600 GHz,-17.872,-0.141
13.0,7.0,25.0,0.35,0.6,0.6,1.5,0.2,1.600 GHz,-17.903,-0.114
13.0,7.0,25.0,0.35,0.6,0.6,1.5,0.2,1.700 GHz,-17.927,-0.113
13.0,7.0,25.0,0.35,0.6,0.6,1.5,1.4,2.200 GHz,-19.106,-0.105
13.0,7.0,25.0,0.35,0.6,0.6,1.5,1.4,2.300 GHz,-19.68,-0.101
13.0,7.0,25.0,0.35,0.6,0.6,1.5,1.4,2.400 GHz,-15.0,-0.196
13.0,7.0,25.0,0.35,0.6,0.6,1.5,2.0,2.100 GHz,-16.163,-0.16
13.0,7.0,25.0,0.35,0.6,0.6,1.5,2.0,2.200 GHz,-19.359,-0.107
13.0,7.0,25.0,0.35,0.6,0.6,1.5,2.0,2.300 GHz,-21.041,-0.094
13.0,7.0,25.0,0.35,0.6,0.6,1.5,2.0,2.400 GHz,-17.959,-0.134
13.0,7.0,25.0,0.35,0.6,0.6,2.0,1.4,2.000 GHz,-16.327,-0.151
13.0,7.0,25.0,0.35,0.6,0.6,2.0,1.4,2.100 GHz,-24.663,-0.066
13.0,7.0,25.0,0.35,0.6,0.6,2.0,1.4,2.200 GHz,-23.007,-0.076
13.0,7.0,25.0,0.35,0.6,0.6,2.0,2.0,2.000 GHz,-15.839,-0.168
13.0,7.0,25.0,0.35,0.6,0.6,2.0,2.0,2.100 GHz,-17.331,-0.137
13.0,7.0,25.0,0.35,0.6,0.6,2.0,2.0,2.200 GHz,-16.949,-0.149
13.0,7.0,25.0,0.35,0.6,1.2,0.5,1.4,2.600 GHz,-15.221,-0.19
13.0,7.0,25.0,0.35,0.6,1.2,0.5,1.4,2.700 GHz,-19.767,-0.104
13.0,7.0,25.0,0.35,0.6,1.2,0.5,1.4,2.800 GHz,-19.077,-0.115
13.0,7.0,25.0,0.35,0.6,1.2,0.5,2.0,2.600 GHz,-18.202,-0.132
13.0,7.0,25.0,0.35,0.6,1.2,0.5,2.0,2.700 GHz,-22.306,-0.096
13.0,7.0,25.0,0.35,0.6,1.2,0.5,2.0,2.800 GHz,-17.871,-0.152
13.0,7.0,25.0,0.35,0.6,1.2,1.0,1.4,2.500 GHz,-15.578,-0.178
13.0,7.0,25.0,0.35,0.6,1.2,1.0,2.0,2.300 GHz,-15.453,-0.184
13.0,7.0,25.0,0.35,0.6,1.2,1.0,2.0,2.400 GHz,-20.705,-0.097
13.0,7.0,25.0,0.35,0.6,1.2,1.0,2.0,2.500 GHz,-31.15,-0.066
13.0,7.0,25.0,0.35,0.6,1.2,1.0,2.0,2.600 GHz,-20.552,-0.105
13.0,7.0,25.0,0.35,0.6,1.2,1.5,0.2,1.700 GHz,-20.32,-0.096
13.0,7.0,25.0,0.35,0.6,1.2,1.5,1.4,2.300 GHz,-16.766,-0.146
13.0,7.0,25.0,0.35,0.6,1.2,1.5,1.4,2.400 GHz,-15.46,-0.181
13.0,7.0,25.0,0.35,0.6,1.2,1.5,2.0,2.200 GHz,-18.17,-0.124
13.0,7.0,25.0,0.35,0.6,1.2,1.5,2.0,2.300 GHz,-24.54,-0.075
13.0,7.0,25.0,0.35,0.6,1.2,1.5,2.0,2.400 GHz,-22.512,-0.087
13.0,7.0,25.0,0.35,0.6,1.2,1.5,2.0,2.500 GHz,-16.15,-0.174
13.0,7.0,25.0,0.35,0.6,1.2,2.0,0.2,1.600 GHz,-15.705,-0.171
13.0,7.0,25.0,0.35,0.6,1.2,2.0,0.2,1.700 GHz,-24.72,-0.065
13.0,7.0,25.0,0.35,0.6,1.2,2.0,1.4,2.100 GHz,-16.459,-0.152
13.0,7.0,25.0,0.35,0.6,1.2,2.0,1.4,2.200 GHz,-20.507,-0.093
13.0,7.0,25.0,0.35,0.6,1.2,2.0,1.4,2.300 GHz,-16.212,-0.162
13.0,7.0,25.0,0.35,0.6,1.2,2.0,2.0,2.100 GHz,-18.409,-0.12
13.0,7.0,25.0,0.35,0.6,1.2,2.0,2.0,2.200 GHz,-21.162,-0.092
13.0,7.0,25.0,0.35,0.6,1.2,2.0,2.0,2.300 GHz,-18.171,-0.13
13.0,7.0,25.0,0.35,0.6,1.8,0.5,1.4,2.700 GHz,-18.692,-0.119
13.0,7.0,25.0,0.35,0.6,1.8,0.5,1.4,2.800 GHz,-20.103,-0.105
13.0,7.0,25.0,0.35,0.6,1.8,0.5,1.4,2.900 GHz,-15.245,-0.197
13.0,7.0,25.0,0.35,0.6,1.8,0.5,2.0,2.600 GHz,-17.046,-0.153
13.0,7.0,25.0,0.35,0.6,1.8,0.5,2.0,2.700 GHz,-22.188,-0.097
13.0,7.0,25.0,0.35,0.6,1.8,0.5,2.0,2.800 GHz,-18.054,-0.146
13.0,7.0,25.0,0.35,0.6,1.8,1.0,2.0,2.400 GHz,-18.122,-0.128
13.0,7.0,25.0,0.35,0.6,1.8,1.0,2.0,2.500 GHz,-29.86,-0.067
13.0,7.0,25.0,0.35,0.6,1.8,1.0,2.0,2.600 GHz,-23.226,-0.087
13.0,7.0,25.0,0.35,0.6,1.8,1.0,2.0,2.700 GHz,-15.544,-0.195
13.0,7.0,25.0,0.35,0.6,1.8,1.5,2.0,2.200 GHz,-15.938,-0.17
13.0,7.0,25.0,0.35,0.6,1.8,1.5,2.0,2.300 GHz,-22.686,-0.082
13.0,7.0,25.0,0.35,0.6,1.8,1.5,2.0,2.400 GHz,-29.623,-0.065
13.0,7.0,25.0,0.35,0.6,1.8,1.5,2.0,2.500 GHz,-18.001,-0.135
13.0,7.0,25.0,0.35,0.6,1.8,2.0,0.2,1.700 GHz,-16.71,-0.157
13.0,7.0,25.0,0.35,0.6,1.8,2.0,1.4,2.200 GHz,-16.216,-0.161
13.0,7.0,25.0,0.35,0.6,1.8,2.0,1.4,2.300 GHz,-15.999,-0.168
13.0,7.0,25.0,0.35,0.6,1.8,2.0,2.0,2.100 GHz,-16.704,-0.153
13.0,7.0,25.0,0.35,0.6,1.8,2.0,2.0,2.200 GHz,-23.256,-0.081
13.0,7.0,25.0,0.35,0.6,1.8,2.0,2.0,2.300 GHz,-22.883,-0.085
13.0,7.0,25.0,0.35,0.6,1.8,2.0,2.0,2.400 GHz,-15.967,-0.178
13.0,7.0,25.0,0.55,0.15,0.6,0.5,1.4,2.600 GHz,-17.936,-0.125
13.0,7.0,25.0,0.55,0.15,0.6,0.5,1.4,2.700 GHz,-20.746,-0.092
13.0,7.0,25.0,0.55,0.15,0.6,0.5,1.4,2.800 GHz,-17.676,-0.133
13.0,7.0,25.0,0.55,0.15,0.6,0.5,2.0,2.500 GHz,-16.629,-0.156
13.0,7.0,25.0,0.55,0.15,0.6,0.5,2.0,2.600 GHz,-21.19,-0.096
13.0,7.0,25.0,0.55,0.15,0.6,0.5,2.0,2.700 GHz,-21.836,-0.096
13.0,7.0,25.0,0.55,0.15,0.6,0.5,2.0,2.800 GHz,-16.857,-0.167
13.0,7.0,25.0,0.55,0.15,0.6,1.0,0.2,1.700 GHz,-26.82,-0.063
13.0,7.0,25.0,0.55,0.15,0.6,1.0,1.4,2.400 GHz,-15.844,-0.167
13.0,7.0,25.0,0.55,0.15,0.6,1.0,1.4,2.500 GHz,-15.453,-0.18
13.0,7.0,25.0,0.55,0.15,0.6,1.0,2.0,2.200 GHz,-15.027,-0.195
13.0,7.0,25.0,0.55,0.15,0.6,1.0,2.0,2.300 GHz,-19.434,-0.106
13.0,7.0,25.0,0.55,0.15,0.6,1.0,2.0,2.400 GHz,-27.798,-0.066
13.0,7.0,25.0,0.55,0.15,0.6,1.0,2.0,2.500 GHz,-24.339,-0.078
13.0,7.0,25.0,0.55,0.15,0.6,1.0,2.0,2.600 GHz,-17.302,-0.148
